"city","year","weekofyear","week_start_date","ndvi_ne","ndvi_nw","ndvi_se","ndvi_sw","precipitation_amt_mm","reanalysis_air_temp_k","reanalysis_avg_temp_k","reanalysis_dew_point_temp_k","reanalysis_max_air_temp_k","reanalysis_min_air_temp_k","reanalysis_precip_amt_kg_per_m2","reanalysis_relative_humidity_percent","reanalysis_sat_precip_amt_mm","reanalysis_specific_humidity_g_per_kg","reanalysis_tdtr_k","station_avg_temp_c","station_diur_temp_rng_c","station_max_temp_c","station_min_temp_c","station_precip_mm","total_cases","ndvi_ne_ma_5","ndvi_nw_ma_5","ndvi_se_ma_5","ndvi_sw_ma_5","precipitation_amt_mm_ma_5","reanalysis_air_temp_k_ma_5","reanalysis_avg_temp_k_ma_5","reanalysis_dew_point_temp_k_ma_5","reanalysis_max_air_temp_k_ma_5","reanalysis_min_air_temp_k_ma_5","reanalysis_precip_amt_kg_per_m2_ma_5","reanalysis_relative_humidity_percent_ma_5","reanalysis_sat_precip_amt_mm_ma_5","reanalysis_specific_humidity_g_per_kg_ma_5","reanalysis_tdtr_k_ma_5","station_avg_temp_c_ma_5","station_diur_temp_rng_c_ma_5","station_max_temp_c_ma_5","station_min_temp_c_ma_5","station_precip_mm_ma_5","ndvi_ne_std_10","ndvi_nw_std_10","ndvi_se_std_10","ndvi_sw_std_10","precipitation_amt_mm_std_10","reanalysis_air_temp_k_std_10","reanalysis_avg_temp_k_std_10","reanalysis_dew_point_temp_k_std_10","reanalysis_max_air_temp_k_std_10","reanalysis_min_air_temp_k_std_10","reanalysis_precip_amt_kg_per_m2_std_10","reanalysis_relative_humidity_percent_std_10","reanalysis_sat_precip_amt_mm_std_10","reanalysis_specific_humidity_g_per_kg_std_10","reanalysis_tdtr_k_std_10","station_avg_temp_c_std_10","station_diur_temp_rng_c_std_10","station_max_temp_c_std_10","station_min_temp_c_std_10","station_precip_mm_std_10"
"sj",1990,28,647481600000,0.192875,0.08235,0.1919429,0.1529286,22.27,299.512857143,299.592857143,296.04142857100004,301.8,298.0,43.72,81.4671428571,22.27,17.4185714286,2.1571428571399998,27.5571428571,7.157142857139999,31.700000000000003,21.700000000000003,63.7,8,"nan","0.10307499999999999","0.16694807999999997","0.16447906000000004","42.120000000000005","299.60885714280005","299.63571428579996","296.29371428560006","301.62000000000006","298.0999999999999","35.646","82.17857142856","42.120000000000005","17.698285714279997","1.9342857142859995","28.000000000000007","7.102857142855998","33.11999999999998","23.000000000000007","27.339999999999993","nan",0.061233508170138354,0.04224003878995496,0.03984059037833777,41.22988110581936,0.5149501463136418,0.47954910792961647,0.7381588237247397,0.653911308970871,0.6415605972938185,10.03484050695376,1.619395175580384,41.22988110581936,0.7414055047118956,0.3630820450382138,0.7045059058934453,0.8401360434048797,1.1249888888340178,0.7803204469959758,19.097235402015656
"sj",1990,29,648086400000,0.2916,0.21180000000000002,0.3012,0.2806667,59.17,299.66714285700004,299.75,296.33428571400003,302.0,297.3,40.9,82.1442857143,59.17,17.7371428571,2.41428571429,28.1285714286,6.9,32.800000000000004,23.900000000000002,12.200000000000001,2,"nan","0.126875","0.1861738","0.17855812000000001","53.25800000000002","299.70085714280003","299.74142857159995","296.3874285712001","301.76000000000005","298.02","36.106","82.20742857142","53.25800000000002","17.798857142839996","2.0085714285719996","28.14285714286001","7.12857142857","33.23999999999999","23.119999999999997","23.839999999999993","nan",0.06371244026540186,0.052788759667334484,0.048472387559047474,42.02758833195167,0.36596531568437635,0.35973700709288,0.4274156796787087,0.6325345840347348,0.5040833264451372,10.21309629838082,1.0539405648877858,42.02758833195167,0.44479504564449074,0.3654602912636198,0.6086519061584268,0.8056800904595858,1.0198529305738149,0.7480641683706012,18.844086605617157
"sj",1990,30,648691200000,0.15056670000000005,0.17170000000000002,0.22690000000000002,0.2145571,16.48,299.55857142900004,299.635714286,295.96,301.8,297.1,42.53,80.74285714290001,16.48,17.3414285714,2.0714285714300003,28.1142857143,6.3571428571399995,31.700000000000003,22.8,32.6,6,"nan","0.14671499999999998","0.20125952000000003","0.19486382","26.330000000000005","299.69428571440005","299.762857143","296.27314285700004","302.0000000000001","297.75999999999993","38.611999999999995","81.68085714285999","26.330000000000005","17.671714285699995","2.1085714285719996","28.091428571440012","6.862857142856001","32.79999999999999","23.119999999999997","26.139999999999997","nan",0.06368426024301531,0.05089901765275633,0.048167231929851444,42.33858463623932,0.28700650633443525,0.282616239476141,0.38179051841860545,0.5083306010855482,0.5258326730053894,10.793670599013108,1.0680775787848398,42.33858463623932,0.4045310714095389,0.3651921495913541,0.45216937409812025,0.8178867742602075,1.0842508934743835,0.7480641683706012,18.2017691447837
"sj",1990,31,649296000000,,0.24715,0.37970000000000004,0.3813571,32.660000000000004,299.86285714300004,299.95,296.17285714300004,303.0,298.3,34.6,80.58428571430001,32.660000000000004,17.5942857143,2.58571428571,28.2428571429,8.085714285709999,34.4,22.8,37.6,17,"nan","0.16690999999999998","0.2520852400000001","0.24641524000000006","28.99800000000001","299.7511428572001","299.8414285716","296.2319999998","302.1800000000002","297.88","38.03","81.24399999999999","28.99800000000001","17.63257142855999","2.248571428572","28.074285714300014","7.002857142856001","32.89999999999999","23.119999999999997","29.440000000000005","nan",0.06397117715229257,0.07225412800557557,0.07293410867598848,41.98051677862006,0.23337195494651616,0.264436250699562,0.2843023684723163,0.6112282715974381,0.48332183894377634,9.083717575970756,1.044717801953978,41.98051677862006,0.3062481653236726,0.37909667067211994,0.4056639807981727,0.8458735371291989,1.135297317886376,0.7616429609731841,17.463161225849117
"sj",1990,32,649900800000,,0.06433333000000001,0.1644429,0.13885709999999998,28.8,300.391428571,300.478571429,296.532857143,302.5,298.8,20.0,79.65,28.8,17.95,2.3285714285699997,28.200000000000003,7.55714285714,33.300000000000004,23.3,11.4,23,"nan","0.155466666","0.25283716000000006","0.23367332000000007","31.876000000000012","299.7985714286","299.8814285716","296.2082857142","302.22000000000014","297.9000000000001","36.35","80.91771428572001","31.876000000000012","17.608285714279994","2.3114285714279994","28.04857142858001","7.2114285714260005","32.779999999999994","22.9","31.5","nan",0.059199228224487865,0.07375695176829368,0.07502853540664113,41.13536810337305,0.32234080063419424,0.3531519880362544,0.2794347062948349,0.6352952069707364,0.5356304696336787,7.400630040746532,1.1464549084669176,41.13536810337305,0.3024272217890372,0.26907248094085834,0.3115596054701675,0.5160782253610616,1.0007996802557435,0.7294518489934748,16.873422889265832
"sj",1990,33,650505600000,,0.12803330000000002,0.20695709999999998,0.16824289999999997,90.75,299.958571429,299.957142857,297.03571428600003,302.6,298.5,101.9,84.17857142860001,90.75,18.5157142857,1.85714285714,28.0428571429,6.68571428571,32.800000000000004,22.8,44.7,13,"nan","0.164603326","0.25584000000000007","0.23673618000000007","45.572","299.8877142857999","299.9542857144","296.40714285720003","302.3800000000002","298.0000000000001","47.98599999999999","81.46000000002","45.572","17.8277142857","2.2514285714279993","28.145714285740006","7.117142857140001","33.0","23.120000000000005","27.7","nan",0.057979725643860384,0.07266545774904609,0.07550008853813088,43.13452032885031,0.3286427250875748,0.3572435573909296,0.33789145099154333,0.6511528238439843,0.5554277630799479,21.19330281008602,1.2973489845696182,43.13452032885031,0.3671903526714202,0.28025134491441933,0.3115104741667538,0.5312307619550264,0.9243376006633068,0.6931089380465378,17.353143807391213
"sj",1990,34,651110400000,0.1902333,0.1688,0.1676571,0.17228569999999999,32.4,300.332857143,300.414285714,296.728571429,302.5,298.1,25.900000000000002,80.9471428571,32.4,18.1742857143,2.48571428571,28.3428571429,7.01428571429,33.300000000000004,23.3,5.4,21,"nan","0.156003326","0.22913142000000003","0.2150599800000001","40.217999999999996","300.020857143","300.08714285719986","296.4860000002001","302.4800000000002","298.16000000000014","44.98599999999999","81.22057142858003","40.217999999999996","17.915142857140005","2.265714285712","28.188571428600007","7.1399999999979995","33.09999999999999","23.00000000000001","26.339999999999996","nan",0.05707620614702173,0.07384825567224254,0.0758729759933041,41.259942753232224,0.3165794221684306,0.34474184367051547,0.3122976407038829,0.6209669878503962,0.5430469592954129,21.721897338860618,1.3209189442047722,41.259942753232224,0.3390493612812771,0.30292452080625704,0.22876777282698765,0.5206432442215478,0.8798295289429651,0.6931089380465378,18.53863263566113
"sj",1990,35,651715200000,0.2529,0.33075000000000004,0.2641714000000001,0.28431429999999996,40.94,300.11857142900004,300.22142857100005,297.017142857,302.2,298.7,39.800000000000004,83.3485714286,40.94,18.5157142857,1.9000000000000001,28.657142857100002,6.528571428569999,32.2,24.400000000000002,13.700000000000001,28,"nan","0.18781332600000003","0.2365857","0.22901142000000013","45.10999999999998","300.1328571430001","300.2042857141998","296.6974285716001","302.5600000000001","298.48000000000013","44.43999999999998","81.74171428572004","45.10999999999998","18.150000000000013","2.2314285714259996","28.297142857159997","7.174285714283999","33.2","23.320000000000004","22.55999999999999","nan",0.07549411344063403,0.07300929045287935,0.07672520546320878,22.243831504486813,0.31116912508070177,0.3295490115673529,0.35771956301985347,0.3599999999999982,0.5670978751503074,21.443280159527834,1.317525114979495,22.243831504486813,0.3924294815079363,0.2535824947279649,0.2672765135523395,0.5137715683925562,0.8865664103720594,0.7922120928135338,18.828555441137805
"sj",1990,36,652320000000,0.2354,0.20002499999999998,0.2838167,0.23044289999999998,28.86,300.53000000000003,300.635714286,296.11714285700003,303.8,298.0,30.400000000000002,77.1728571429,28.86,17.56,3.4714285714299997,28.3285714286,7.614285714289999,32.800000000000004,23.3,14.200000000000001,24,"nan","0.17838832600000004","0.21740904","0.1988285800000001","44.34999999999998","300.26628571439994","300.3414285713998","296.6862857144","302.7200000000001","298.4200000000001","43.59999999999998","81.05942857144005","44.34999999999998","18.143142857140013","2.40857142857","28.314285714300002","7.079999999999998","32.879999999999995","23.420000000000005","17.879999999999985","nan",0.07571799590373031,0.06804131240326279,0.07089777238128783,21.71837664283406,0.33845232975698425,0.3483020036241138,0.37375655078396347,0.5731491952362849,0.5518151864528489,21.681206262567592,1.8359467112425591,21.71837664283406,0.4053656701395516,0.44771528853938647,0.2672765135523395,0.5342723451341205,0.8348053665376134,0.7798076685952756,19.06002098634732
"sj",1990,37,652924800000,0.1279667,0.43710000000000004,0.12340000000000001,0.14828329999999998,64.56,300.674285714,300.792857143,297.19285714299997,302.90000000000003,299.0,24.18,81.55142857140001,64.56,18.7771428571,2.9000000000000004,28.6857142857,8.057142857139999,33.9,24.400000000000002,25.900000000000002,20,"nan","0.25294166","0.20920046","0.20071382","51.50199999999999","300.32285714299996","300.4042857141998","296.8182857144","302.8","298.46000000000004","44.435999999999964","81.43971428572004","51.50199999999999","18.308571428560015","2.522857142856","28.411428571440002","7.1800000000000015","32.999999999999986","23.639999999999997","20.779999999999983","nan",0.1070971939489888,0.07284911164889317,0.0742255279693725,21.788345256122597,0.3924607089260398,0.40542243025349806,0.4323179339612379,0.5855766388782933,0.5878775382679571,21.95804456230108,1.839637436548052,21.788345256122597,0.4848237424221317,0.46409006866903035,0.30415154654421356,0.5805363459590301,0.8348053665376133,0.7798076685952756,17.51400582391133
"sj",1990,38,653529600000,0.19635000000000002,0.1824333,0.2548286,0.3056857,143.73,299.85714285700004,299.90000000000003,296.43142857099997,301.7,298.7,36.6,81.6371428571,143.73,17.892857142900002,1.74285714286,28.2428571429,8.114285714289998,32.800000000000004,23.900000000000002,3.3000000000000003,40,"nan","0.26382166000000007","0.21877475999999998","0.22820237999999993","62.098","300.3025714286001","300.39285714279976","296.6974285713999","302.6199999999999","298.5","31.375999999999976","80.93142857142001","62.098","18.184000000000015","2.5","28.451428571439997","7.465714285715999","32.99999999999998","23.859999999999992","12.49999999999999","nan",0.09966040149373193,0.07191275888977977,0.07514099251814285,36.47921990668112,0.35632775543417394,0.37292350261594936,0.40470104873488105,0.5983310120660658,0.603738353924936,21.954055866741346,1.8430066384514217,36.47921990668112,0.4517631897208413,0.5023638002036325,0.2062740400136756,0.6419422060583901,0.7375635565834305,0.5940538696111649,13.466625412478065
"sj",1990,39,654134400000,0.11610000000000001,0.2609,0.1994429,0.2442167,51.39,300.42714285700004,300.6,296.028571429,302.40000000000003,299.1,16.4,77.0485714286,51.39,17.4685714286,2.2571428571400003,28.3428571429,7.72857142857,32.800000000000004,24.400000000000002,15.8,27,"nan","0.28224166000000006","0.22513192","0.2425885799999999","65.896","300.3214285714001","300.42999999999995","296.55742857139995","302.5999999999998","298.7","29.475999999999978","80.15171428572003","65.896","18.042857142860008","2.454285714286","28.451428571439997","7.6085714285720005","32.89999999999998","24.079999999999984","14.579999999999995","nan",0.10062543338854169,0.06930400430462946,0.07358249649075249,36.440084810548946,0.33748699124907944,0.3634415990793435,0.4307244964663965,0.5765414122159855,0.5604462507680775,23.02237974232899,2.1833256836270336,36.440084810548946,0.47435801943445993,0.5033682467504987,0.19848405064278477,0.6395406514825294,0.7375635565834304,0.6452906321960662,13.297684008879141
"sj",1990,40,654739200000,0.22855000000000003,0.18975,0.2124857,0.20118570000000002,31.18,300.77571428600004,300.85,296.664285714,303.3,299.1,36.1,78.52,31.18,18.18,2.9000000000000004,28.7714285714,8.02857142857,33.300000000000004,23.900000000000002,11.700000000000001,42,"nan","0.25404166000000006","0.21479478000000007","0.22596285999999982","63.944","300.4528571428","300.55571428580004","296.4868571428","302.8199999999999","298.7800000000001","28.73599999999999","79.186","63.944","17.975714285720006","2.654285714286","28.47428571429999","7.908571428571998","33.11999999999996","23.979999999999983","14.179999999999996","nan",0.09991799072190073,0.06944359127260341,0.07395018400489889,35.210673111998304,0.31322418122859724,0.3369400117040836,0.3886435069745832,0.5593746508378863,0.37696153649941677,22.9550973859838,2.2773660089553953,35.210673111998304,0.4258801210862474,0.5170560305960258,0.22632827879891998,0.5660623027656997,0.5986651818838302,0.6020797289396138,12.860641508105266
"sj",1990,41,655344000000,0.17115000000000002,0.06755,0.17946669999999998,0.15771670000000004,51.42,299.85714285700004,299.94285714299997,296.92857142900004,301.8,298.1,132.4,84.11,51.42,18.5128571429,2.5714285714300003,28.6285714286,7.3142857142899995,33.300000000000004,24.400000000000002,57.7,33,"nan","0.22754665999999996","0.19392478000000005","0.21141761999999983","68.45599999999999","300.3182857142001","300.4171428572001","296.64914285720005","302.4199999999999","298.8000000000002","49.13599999999999","80.57342857141998","68.45599999999999","18.1662857143","2.474285714285999","28.534285714299994","7.848571428572001","33.219999999999956","24.199999999999978","22.880000000000006","nan",0.10929202541110601,0.047573517549524345,0.05556684623024776,34.48798197923445,0.3140123486075268,0.3378571429253801,0.3729223807603601,0.6067124524847046,0.3986226285598948,36.72719450216693,2.527859726307401,34.48798197923445,0.4137997395834831,0.5166789553073635,0.23150351517999448,0.5385259548825017,0.4410215414239982,0.5664803615307409,16.705136934488145
"sj",1990,42,655948800000,,0.0702,0.18161670000000002,0.16575,143.55,299.195714286,299.30714285700003,296.544285714,301.5,297.5,279.6,85.6214285714,143.55,18.1157142857,1.8714285714299999,27.6285714286,7.4,32.800000000000004,23.3,61.800000000000004,43,"nan","0.15416665999999993","0.20556812000000005","0.21491095999999993","84.25399999999999","300.02257142860014","300.12000000000006","296.5194285714","302.14","298.50000000000017","100.22","81.38742857141997","84.25399999999999","18.03400000002","2.268571428572","28.322857142880004","7.717142857144","32.99999999999996","23.979999999999972","30.060000000000002","nan",0.10855957002941932,0.046348565652314426,0.052880506276253646,41.72544398805122,0.4511877521580258,0.4630208044616429,0.3725246465495464,0.6870953354520788,0.5114684741017781,77.75059264082816,2.864653930721817,41.72544398805122,0.4085546699731613,0.5441357123636825,0.32956681523079856,0.5378794341809643,0.43817804600413207,0.5664803615307409,20.42443634473177
"sj",1990,43,656553600000,0.1462,0.08975000000000001,0.12882860000000004,0.1239286,127.03,298.902857143,299.042857143,296.257142857,300.90000000000003,297.2,94.52,85.5028571429,127.03,17.75,1.8,26.7714285714,7.62857142857,32.2,21.700000000000003,91.5,37,"nan","0.13562999999999983","0.18036812000000016","0.17855954000000002","80.91399999999999","299.8317142858001","299.9485714286002","296.4845714286001","301.9799999999999","298.20000000000016","111.804","82.16057142857998","80.91399999999999","18.005428571439996","2.28","28.028571428579994","7.6200000000000045","32.879999999999974","23.539999999999985","47.7","nan",0.1117824797908872,0.052002214442390816,0.057652276110994966,45.00481489796398,0.5908409778958621,0.5877008992257875,0.3690600582064925,0.8294576541331145,0.6391400472509962,77.50102050941008,3.0160252123605864,45.00481489796398,0.4085814434231667,0.5500296837999393,0.5801407288819236,0.4748361693834872,0.49839743177508306,0.8074651695274535,28.19113335784853
"sj",1990,44,657158400000,0.25225000000000003,0.1834333,0.318,0.2959,101.35000000000001,299.72714285700005,299.778571429,296.534285714,301.40000000000003,298.5,22.26,82.78714285710001,101.35000000000001,18.0342857143,1.78571428571,27.971428571399997,8.642857142859999,33.300000000000004,22.8,6.300000000000001,57,"nan","0.12013665999999983","0.20407954000000003","0.18889619999999993","90.90599999999998","299.6917142858001","299.7842857144002","296.5857142856001","301.7799999999999","298.0800000000001","112.976","83.30828571428","90.90599999999998","18.11857142857999","2.185714285713999","27.95428571427999","7.802857142858005","32.979999999999976","23.21999999999998","45.79999999999999","nan",0.1114633814791764,0.061472597990585215,0.06269183157269295,43.74963827279033,0.5915435360512981,0.59228027011453,0.36641086008576185,0.8676981041814091,0.6347440429023391,77.72298864557385,3.0299723848588984,43.74963827279033,0.40801323006676915,0.5772630709318424,0.5842420521604009,0.5403777967920562,0.49839743177508306,0.8452810183601659,28.11346474556276
"sj",1990,45,657763200000,0.1526,0.181775,0.1783286,0.18662859999999998,20.46,299.972857143,300.03571428600003,296.564285714,302.2,298.5,14.4,81.7157142857,20.46,18.0742857143,2.3857142857099998,28.471428571399997,8.428571428569999,33.300000000000004,23.900000000000002,6.6000000000000005,71,"nan","0.11854165999999981","0.19724812000000008","0.1859847799999999","88.76199999999999","299.5311428572002","299.62142857159995","296.5657142855998","301.55999999999983","297.96000000000004","108.63600000000001","83.94742857142","88.76199999999999","18.09742857143999","2.0828571428559997","27.89428571428","7.882857142858006","32.979999999999976","23.21999999999998","44.779999999999994","nan",0.102767892550263,0.059925936725615726,0.05873151946617421,45.88267473676747,0.5903987583057904,0.5913164144947276,0.33519850960759107,0.8676981041814091,0.6277738446287862,79.1111335021816,2.9819647029654135,45.88267473676747,0.3815859493322915,0.5600583060029296,0.5723367782695891,0.4118177722618792,0.4410215414239982,0.8136338242723191,28.606286022481147
