city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,reconstruction_error
sj,1990,0.5192307692307693,1990-07-09,0.192875,0.08235,0.1919429,0.1529286,0.05583040680833611,0.6447592068043384,0.5848888888680934,0.7265206812121076,0.24691358024691376,0.8538461538461556,0.0764726507713885,0.580067189249111,0.05583040680833611,0.6520744854682325,0.05452775073016559,0.6550151975638299,0.23320659062088298,0.32258064516129026,0.6422018348623852,0.11675874769797423,8,0.20819769903483545
sj,1990,0.5384615384615384,1990-07-16,0.2916,0.2118,0.3012,0.2806667,0.15041911255799645,0.6651558073339053,0.6044444444051755,0.7597729115613955,0.25925925925925875,0.8000000000000026,0.07152875175315568,0.5966545352751295,0.15041911255799645,0.6885004900337935,0.07205452775106279,0.7158054711276597,0.2103929024082116,0.393548387096774,0.8440366972477062,0.02191528545119705,2,0.17246540440943522
sj,1990,0.5576923076923077,1990-07-23,0.15056670000000005,0.1717,0.2269,0.2145571,0.04098843915818615,0.6508026440472511,0.5902222222190139,0.7172749391681615,0.24691358024691376,0.7846153846153882,0.07438639551192146,0.5623250279970299,0.04098843915818615,0.643253838614249,0.04868549172365425,0.714285714287234,0.16223067173622777,0.32258064516129026,0.7431192660550459,0.05948434622467772,6,0.23847113246883914
sj,1990,0.5769230769230769,1990-07-30,,0.24715,0.3797,0.3813571,0.08246392043269846,0.691029272906176,0.6293333332931782,0.7414436334264621,0.3209876543209872,0.8769230769230796,0.06048387096774194,0.5584406494968943,0.08246392043269846,0.672165958841346,0.08373904576408547,0.7279635258404256,0.31558935361187385,0.4967741935483869,0.7431192660550459,0.06869244935543278,17,0.19529677701128406
sj,1990,0.5961538461538461,1990-08-06,,0.06433333,0.16444289999999998,0.1388571,0.0725692753325985,0.7609065155150505,0.695111111121952,0.7823195458358859,0.29012345679012297,0.915384615384618,0.034887798036465634,0.5355543113106781,0.0725692753325985,0.7128389415251759,0.06621226874386986,0.7234042553191489,0.26869455006321047,0.425806451612903,0.7889908256880733,0.02044198895027624,23,0.2453074036185932
sj,1990,0.6153846153846154,1990-08-13,,0.12803330000000002,0.2069571,0.16824289999999995,0.2313706390505242,0.7036827195922105,0.63022222216426,0.8394160584239947,0.2962962962962972,0.892307692307694,0.17847124824684435,0.6464865621511269,0.2313706390505242,0.7775236850715083,0.034079844206353495,0.7066869300957448,0.19138149556372727,0.393548387096774,0.7431192660550459,0.08176795580110498,13,0.23630947049395637
sj,1990,0.6346153846153846,1990-08-20,0.1902333,0.1688,0.1676571,0.1722857,0.08179744174719951,0.7531633616715105,0.6871111110333497,0.8045417680909096,0.29012345679012297,0.861538461538465,0.04523141654978962,0.5673292273230327,0.08179744174719951,0.7384841555092102,0.07692307692281476,0.7386018237127657,0.22053231939211387,0.425806451612903,0.7889908256880733,0.009392265193370167,21,0.21885166142842744
sj,1990,0.6538461538461539,1990-08-27,0.2529,0.33075,0.2641714000000001,0.2843143,0.10368870318628078,0.7248347498101989,0.6631111110164218,0.8373073803542163,0.2716049382716037,0.9076923076923086,0.06960028050490884,0.6261548152306555,0.10368870318628078,0.7775236850715083,0.037000973709949946,0.7720364741595747,0.17743979721163783,0.3548387096774195,0.8899082568807337,0.02467771639042357,28,0.210198931959461
sj,1990,0.6730769230769231,1990-09-03,0.2354,0.200025,0.2838167,0.2304429,0.07272307810617518,0.7792256845997796,0.7146666666590341,0.7351175993306631,0.3703703703703706,0.8538461538461556,0.053120617110799434,0.47487402015837604,0.07272307810617518,0.668245671351957,0.14410905550144398,0.7370820668723405,0.27376425855560527,0.393548387096774,0.7889908256880733,0.025598526703499075,24,0.16098289571445096
sj,1990,0.6923076923076923,1990-09-10,0.1279667,0.4371,0.1234,0.14828329999999998,0.16423572838430187,0.7983002832407312,0.7342222221961162,0.8572587185864898,0.31481481481481294,0.9307692307692326,0.04221598877980365,0.5821318589023147,0.16423572838430187,0.8074158771623771,0.10516066212265691,0.7750759878404256,0.31305449936612,0.4645161290322579,0.8899082568807337,0.04714548802946593,20,0.19307463650395945
sj,1990,0.7115384615384616,1990-09-17,0.19635,0.1824333,0.2548286,0.3056857,0.36717848811873566,0.6902738432177622,0.6231111110711758,0.7708029196556468,0.2407407407407395,0.9076923076923086,0.06399018232819075,0.5842315229557137,0.36717848811873566,0.7063051290504837,0.026290165531005025,0.7279635258404256,0.3181242078585145,0.393548387096774,0.8440366972477062,0.0055248618784530384,40,0.20815682667033364
sj,1990,0.7307692307692307,1990-09-24,0.1161,0.2609,0.19944289999999998,0.24421669999999998,0.13047601958421984,0.7656279508693403,0.7102222221791955,0.725060827294812,0.2839506172839487,0.938461538461542,0.02857643758765778,0.4718295072800897,0.13047601958421984,0.6577915713878761,0.06134371957143629,0.7386018237127657,0.28390367553862045,0.393548387096774,0.8899082568807337,0.0285451197053407,27,0.22814983312788278
sj,1990,0.75,1990-10-01,0.22855,0.18975,0.2124857,0.20118570000000002,0.07867011868447361,0.8117091596151721,0.7413333332892006,0.7972424979366974,0.3395061728395064,0.938461538461542,0.06311360448807854,0.5078737402020843,0.07867011868447361,0.7391375367555357,0.10516066212265691,0.7841945288723402,0.31051964512036623,0.425806451612903,0.8440366972477062,0.020994475138121544,42,0.18157574913785737
sj,1990,0.7692307692307693,1990-10-08,0.17115,0.06755,0.1794667,0.15771670000000002,0.13055292097100818,0.6902738432177622,0.6284444444220962,0.8272506083183652,0.24691358024691376,0.861538461538465,0.23194249649368867,0.6448068309074277,0.13055292097100818,0.7771969944540625,0.08276533593000773,0.7689969604893617,0.24714828897385951,0.425806451612903,0.8899082568807337,0.10570902394106815,33,0.15975707700830474
sj,1990,0.7884615384615384,1990-10-15,,0.0702,0.18161670000000002,0.16575,0.36671707979800566,0.6028328612125724,0.5493333332782497,0.7836171938002229,0.22839506172839452,0.8153846153846172,0.4900070126227209,0.6818309070545054,0.36671707979800566,0.731786997714361,0.03505355404111284,0.6626139817659575,0.25475285171112105,0.393548387096774,0.7889908256880733,0.1132596685082873,43,0.16954951475679464
sj,1990,0.8076923076923077,1990-10-22,0.1462,0.08975,0.12882860000000002,0.1239286,0.3243700494732255,0.5641170915982688,0.516444444426081,0.7510137874898813,0.19135802469135604,0.7923076923076932,0.16553295932678821,0.678926371781902,0.3243700494732255,0.6899705978466022,0.030185004868679262,0.5714285714255317,0.2750316856780386,0.3548387096774195,0.6422018348623852,0.16795580110497238,37,0.20747535465227876
sj,1990,0.8269230769230769,1990-10-29,0.25225,0.1834333,0.318,0.2959,0.25854246238240497,0.67308781866565,0.6080000000139393,0.782481751788851,0.22222222222222027,0.892307692307694,0.038849929873772795,0.6124020156768485,0.25854246238240497,0.7224763149342085,0.029211295033919896,0.6990881458936167,0.3650190114071781,0.425806451612903,0.7431192660550459,0.011049723756906077,57,0.196672471794225
sj,1990,0.8461538461538461,1990-11-05,0.1526,0.181775,0.1783286,0.1866286,0.0511906898054395,0.7055712936810425,0.6399999999950191,0.7858880778229664,0.2716049382716037,0.892307692307694,0.02507012622720898,0.5861562150056837,0.0511906898054395,0.7270499836699231,0.07010710808154406,0.7522796352553188,0.3460076045626938,0.425806451612903,0.8440366972477062,0.01160220994475138,71,0.20569067622571632
sj,1990,0.8653846153846154,1990-11-12,0.2908,0.2246,0.1803857,0.2348857,0.05001153520801825,0.7554296506045531,0.6977777777351907,0.6862935928416302,0.27777777777777796,0.915384615384618,0.012272089761570827,0.43949468085235194,0.05001153520801825,0.6140150277697058,0.05744888023376205,0.6534954407340426,0.36121673003810373,0.393548387096774,0.6880733944954127,0.0710865561694291,44,0.2105097003261331
sj,1990,0.8846153846153846,1990-11-19,0.2722,0.33035,0.13163329999999998,0.1253833,0.05011407039040271,0.6445703493161337,0.5902222222190139,0.6509326845361068,0.23456790123456878,0.7769230769230787,0.06416549789621319,0.4988451847702631,0.05011407039040271,0.5759555700826131,0.07984420642641123,0.574468085106383,0.25602027883444145,0.32258064516129026,0.6880733944954127,0.01712707182320442,56,0.2142194232324558
sj,1990,0.9038461538461539,1990-11-26,0.13676670000000002,0.216525,0.17678570000000002,0.1415857,0.08489913101432928,0.47629839474886837,0.4195555554873091,0.586861313813246,0.14814814814814684,0.7384615384615402,0.07748948106591864,0.578072508398749,0.08489913101432928,0.5137210062128612,0.04284323271646129,0.5106382978723404,0.23067173637512914,0.28387096774193554,0.5412844036697249,0.04861878453038674,53,0.2629940161882845
sj,1990,0.9230769230769231,1990-12-03,0.1098,0.0886,0.2667833,0.2517,0.02427520442951988,0.5165250236078007,0.4720000000009962,0.5836171938456387,0.1851851851851853,0.7538461538461547,0.12570126227208978,0.5418882978735212,0.02427520442951988,0.5083306109106639,0.04771178188889488,0.4878419452872343,0.0899873257291394,0.1741935483870967,0.6880733944954127,0.12651933701657458,52,0.2454197922135525
sj,1990,0.9423076923076923,1990-12-10,0.12135,0.26166,0.19138570000000002,0.2099857,0.048969298857161586,0.471576959394586,0.421333333353909,0.2681265206369507,0.17283950617284033,0.7076923076923112,0.0070126227208976155,0.2678821388596011,0.048969298857161586,0.21724926494645086,0.11100292112916825,0.3495440729468087,0.28770595690769485,0.1741935483870967,0.4311926605504586,0.004604051565377533,47,0.29593997411640544
sj,1990,0.9615384615384616,1990-12-17,0.2931333,0.2668667,0.2608571,0.30272859999999996,0.1331932019174079,0.4840415485924083,0.4337777777979139,0.5581508516230077,0.19135802469135604,0.7000000000000017,0.056469144460028056,0.5461576147831612,0.1331932019174079,0.48464554067704124,0.10321324245381981,0.45896656535106356,0.1825095057031454,0.25161290322580654,0.5871559633027523,0.03591160220994475,26,0.18427228307867607
sj,1990,0.9807692307692307,1990-12-24,0.3025,0.2772333,0.17126670000000002,0.16162220000000002,0.10188931706778337,0.4498583569763886,0.39733333333698123,0.27964314681718333,0.12345679012345688,0.6461538461538487,0.009396914446002805,0.2913633818589467,0.10188931706778337,0.2249264946165059,0.06329113924027337,0.39969604862765984,0.11660329531088505,0.14193548387096766,0.5871559633027523,0.03793738489871086,27,0.3290010401044189
sj,1991,0.0,1991-01-01,0.1465,0.14046670000000006,0.1515,0.16731429999999994,0.07671883899497409,0.3204910292472341,0.2791111111189635,0.2570965125426929,0.07407407407407342,0.5384615384615384,0.0082398316970547,0.37115061590281584,0.07671883899497409,0.20532505716956134,0.07984420642641123,0.3176291793297874,0.2598225602026286,0.1741935483870967,0.38532110091743105,0.009208103130755065,21,0.29440626114712387
sj,1991,0.019230769230769232,1991-01-08,,0.10046669999999999,0.2519,0.1376167,0.03937351003563097,0.40169971665351273,0.36533333335590135,0.4133008921397126,0.09259259259259266,0.6846153846153873,0.045985273492286115,0.46154115341671864,0.03937351003563097,0.33796145050528925,0.036027263875190584,0.3738601823723405,0.15842839036804077,0.10322580645161297,0.5871559633027523,0.0578268876611418,21,0.2765223937085687
sj,1991,0.038461538461538464,1991-01-15,,0.2935667,0.25994290000000003,0.2179,0.07866525952676978,0.3684608120819053,0.34399999995221225,0.428061638287559,0.09259259259259266,0.7076923076923112,0.04786115007012622,0.507383818589543,0.07866525952676978,0.35249918327891605,0.04381694255122065,0.40881458967021284,0.18124207858071212,0.1741935483870967,0.5871559633027523,0.02983425414364641,26,0.2586129025595061
sj,1991,0.057692307692307696,1991-01-22,0.3313,0.30933330000000003,0.22102860000000002,0.20275710000000002,0.0945255882492798,0.42946175631462286,0.4053333333011404,0.311111111116153,0.1543209876543211,0.7000000000000017,0.0010518934081346423,0.3382908734598911,0.0945255882492798,0.24730480235747673,0.08179162609524837,0.3525835866276594,0.28770595690769485,0.1741935483870967,0.33027522935779824,0.011970534069981584,34,0.2383781443456949
sj,1991,0.07692307692307693,1991-01-29,0.0917,0.246425,0.2438571,0.1956,0.09448651557259842,0.45061378653260364,0.4151111111319066,0.33268450933223676,0.1419753086419761,0.6230769230769249,0.009817671809256663,0.34287513997864333,0.09448651557259842,0.26625285854666175,0.0963972736125491,0.36474164134042564,0.3219264892267019,0.2129032258064516,0.38532110091743105,0.010313075506445673,37,0.2536825696960354
sj,1991,0.09615384615384616,1991-02-05,0.3801,0.22856669999999998,0.2550429,0.2258,0.07424724710750279,0.4103871576736712,0.37777777779989913,0.39821573397239296,0.11728395061728263,0.6230769230769249,0.03434431977559607,0.44110442329321,0.07424724710750279,0.3230970271142162,0.07302823758514053,0.3890577507553193,0.20912547528489114,0.2129032258064516,0.5412844036697249,0.01289134438305709,17,0.20146996885230095
sj,1991,0.11538461538461539,1991-02-12,0.0712,0.2211,0.2762429,0.2673429,0.04501294506677604,0.29726156745221666,0.2764444443812817,0.37810218978715426,0.14814814814814684,0.5538461538461573,0.0373422159887798,0.517077267637335,0.04501294506677604,0.31378634433406377,0.12560856864646902,0.3981762917978723,0.3852978453740956,0.3548387096774195,0.38532110091743105,0.009760589318600368,19,0.2161307494240462
sj,1991,0.1346153846153846,1991-02-19,,0.2094,0.10843330000000001,0.1194,0.07057988924620844,0.3673276675492883,0.33866666660129174,0.45287915647125004,0.1419753086419761,0.6846153846153873,0.04575736325385694,0.5377589585671145,0.07057988924620844,0.37961450506432465,0.08276533593000773,0.47264437690425515,0.34980988593176804,0.3548387096774195,0.4862385321100917,0.03222836095764273,25,0.24145428061299654
sj,1991,0.15384615384615385,1991-02-26,0.1702,0.2086,0.13752,0.19143329999999997,0.08023378021583656,0.37941454203510633,0.36533333335590135,0.42741281424861904,0.12345679012345688,0.6846153846153873,0.041549789621318375,0.49457586786062313,0.08023378021583656,0.3520091473413134,0.05160662122725072,0.41033434650000006,0.23700887198995726,0.25161290322580654,0.4862385321100917,0.055985267034990786,18,0.2417694912229717
sj,1991,0.17307692307692307,1991-03-05,0.21075,0.2641,0.2476857,0.2163571,0.08374929109067998,0.4152974503839595,0.3964444444659064,0.4415247363575255,0.1543209876543211,0.7307692307692307,0.014375876577840115,0.4783734602465582,0.08374929109067998,0.36638353479478336,0.06037000973735849,0.49088145896808494,0.3358681875796785,0.28387096774193554,0.5412844036697249,0.019521178637200737,21,0.2122780539167885
sj,1991,0.19230769230769232,1991-03-12,,,0.21325,0.2405429,0.06987265949960876,0.3695939564823234,0.3413333333389736,0.4193025142160448,0.1419753086419761,0.6769230769230778,0.023264375876577842,0.4985302351636004,0.06987265949960876,0.35119242077483054,0.09347614410895264,0.48176291793617043,0.39416983523467747,0.32258064516129026,0.5412844036697249,0.006077348066298343,17,0.20823722620651738
sj,1991,0.21153846153846154,1991-03-19,0.1279,0.1784,0.1470143,0.1593,0.0686846910728929,0.3663833805048686,0.33866666660129174,0.4100567720585558,0.16049382716049185,0.6538461538461539,0.019284712482468443,0.4922662374035984,0.0686846910728929,0.34645540673039277,0.0808179162611706,0.4984802431595745,0.21673003802303964,0.3548387096774195,0.5871559633027523,0.00994475138121547,17,0.2628487201779692
sj,1991,0.23076923076923078,1991-03-26,0.28035,0.223575,0.2478833,0.2473857,0.07375375315392105,0.37469310668082395,0.34844444443205086,0.4652068126433942,0.1975308641975303,0.6769230769230778,0.03709677419354839,0.5441629339303498,0.07375375315392105,0.3925187847164201,0.09542356377778974,0.49544072947872353,0.1825095057031454,0.3548387096774195,0.6880733944954127,0.04898710865561694,16,0.1896926832001464
sj,1991,0.25,1991-04-02,0.1691,0.216825,0.2605143,0.22197139999999999,0.0318628079259696,0.32105760144744316,0.2853333333409659,0.32214111921041727,0.0987654320987634,0.6538461538461539,0.0364656381486676,0.43788493841149423,0.0318628079259696,0.26020908199813825,0.06329113924027337,0.40881458967021284,0.20278833967095022,0.14193548387096766,0.5412844036697249,0.006998158379373848,16,0.25710262240528226
sj,1991,0.2692307692307692,1991-04-09,0.1765,0.2763,0.18453329999999998,0.17736670000000002,0.014124221373458767,0.36185080263878344,0.34399999995221225,0.45109489053448126,0.08641975308641842,0.6923076923076923,0.03450210378681627,0.5350293952979405,0.014124221373458767,0.3747141457111642,0.08666017526768194,0.41489361702127675,0.17617237008920464,0.14193548387096766,0.5871559633027523,0.03406998158379374,15,0.2063904631250468
sj,1991,0.28846153846153844,1991-04-16,0.0774,0.1024,0.16355,0.20616669999999998,0.11299377098767013,0.35014164299717615,0.31111111110005046,0.28694241685785893,0.06790123456789918,0.7000000000000017,0.038218793828892005,0.38126399776030817,0.11299377098767013,0.23064358053614945,0.04479065238598001,0.4376899696063828,0.15462610899896648,0.1741935483870967,0.5871559633027523,0.03517495395948434,23,0.3052032498426861
sj,1991,0.3076923076923077,1991-04-23,,0.18845,0.1883143,0.2249429,0.08261772320627514,0.4545797921984797,0.41600000000298143,0.4979724250202438,0.1111111111111119,0.7538461538461547,0.034361851332398316,0.5060890257553479,0.08261772320627514,0.4282914080356555,0.06426484907503273,0.5455927051702139,0.3092522179979328,0.393548387096774,0.6422018348623852,0.005893186003683242,16,0.22422339629106788
sj,1991,0.3269230769230769,1991-04-30,0.20916669999999998,0.160575,0.1761714,0.1761714,0.06817987854913299,0.5546742208896965,0.5199999999104015,0.6048661800422557,0.1975308641975303,0.7846153846153882,0.014516129032258067,0.5284504479288265,0.06817987854913299,0.5258085592984741,0.0983446932813862,0.6291793313085104,0.2826362484161871,0.3548387096774195,0.7431192660550459,0.004604051565377533,17,0.17142215589213275
sj,1991,0.34615384615384615,1991-05-07,0.11595,0.180175,0.1063857,0.1111857,0.08943631283484145,0.5291784702938354,0.4764444443563916,0.5870235198797542,0.19135802469135604,0.7923076923076932,0.03593969144460028,0.5328947368418958,0.08943631283484145,0.5111074812161236,0.07205452775106279,0.5881458966595746,0.21292775665396535,0.32258064516129026,0.7431192660550459,0.07348066298342543,12,0.21910658059121974
sj,1991,0.36538461538461536,1991-05-14,,0.10455,0.15115,0.0964,0.009407602983773806,0.48781869690227847,0.4373333332822274,0.564963503691245,0.1419753086419761,0.7461538461538496,0.06183380084151472,0.5457726763712074,0.009407602983773806,0.4869323750448986,0.07789678675757412,0.5455927051702139,0.1825095057031454,0.25161290322580654,0.7431192660550459,0.05985267034990792,17,0.21876727337057922
sj,1991,0.38461538461538464,1991-05-21,0.0669,0.1335667,0.09711667,0.1356,0.1298864422855092,0.5220018885183056,0.4435555555042298,0.6223844281852776,0.16049382716049185,0.7769230769230787,0.10378681626928471,0.5760078387455462,0.1298864422855092,0.5472067951642392,0.034079844206353495,0.6367781155000001,0.1926489226870478,0.32258064516129026,0.7431192660550459,0.006077348066298343,10,0.2508528228041529
sj,1991,0.40384615384615385,1991-05-28,0.1401,0.15946670000000002,0.2143167,0.2571,0.14067827023147317,0.5516525024004465,0.4968888888889988,0.6394160583558741,0.20370370370370455,0.8000000000000026,0.07591164095371669,0.5707936730134683,0.14067827023147317,0.5637046716768435,0.05355404089608779,0.6960486322234042,0.22053231939211387,0.425806451612903,0.7889908256880733,0.009760589318600368,15,0.21073274015334026
sj,1991,0.4230769230769231,1991-06-04,0.08585,0.087,0.1196,0.1659286,0.01945605085745046,0.6455146364927522,0.6044444444051755,0.5998377940243237,0.23456790123456878,0.8076923076923077,0.00859046283309958,0.44796332586879073,0.01945605085745046,0.5269519764824027,0.10321324245381981,0.7097264437659573,0.2636248415717029,0.425806451612903,0.7889908256880733,0.03738489871086556,19,0.21913867297440917
sj,1991,0.4423076923076923,1991-06-11,0.1091,0.15646670000000001,0.17342860000000002,0.1739714,0.014354925533823792,0.6948064210838474,0.6444444443504217,0.6642335766531081,0.24691358024691376,0.8846153846153846,0.010028050490883593,0.47151455767097744,0.014354925533823792,0.5908199934736864,0.07108081791630343,0.7264437690000002,0.30544993662885855,0.4645161290322579,0.8440366972477062,0.016758747697974218,21,0.2243232005480283
sj,1991,0.46153846153846156,1991-06-18,0.0596,0.09235,0.1301286,0.13064289999999998,0.11217348952859449,0.679508970752766,0.6319999999064169,0.7558799675548418,0.2530864197530845,0.8846153846153846,0.029628330995792426,0.5789473684207948,0.11217348952859449,0.6847435478645616,0.05550146056492492,0.8009118541063831,0.2319391634984497,0.4645161290322579,0.9449541284403669,0.0055248618784530384,14,0.24715682717520682
sj,1991,0.4807692307692308,1991-06-25,0.07965,0.122,0.18511429999999998,0.1582429,0.18781882033272668,0.6311614730738916,0.5706666666819318,0.7477696675222676,0.29012345679012297,0.8307692307692316,0.06609396914446003,0.6113871780515698,0.18781882033272668,0.6760862463307348,0.046738072054817115,0.6930091185425532,0.25475285171112105,0.393548387096774,0.7431192660550459,0.022283609576427256,18,0.2262794556826196
sj,1991,0.5,1991-07-02,,0.1779333,0.2015286,0.1981571,0.06718617825741457,0.6260623228753911,0.5591111111090089,0.7156528791843579,0.2839506172839487,0.8076923076923077,0.09097124824684433,0.5856312989929464,0.06718617825741457,0.6445606011183346,0.05355404089608779,0.7416413373829787,0.18377693282646587,0.393548387096774,0.8440366972477062,0.04493554327808471,13,0.23555201643175963
sj,1991,0.5192307692307693,1991-07-09,0.0969,,0.13805,0.1679167,0.014457460716208247,0.7093484418587064,0.6568888887944194,0.6981346309277866,0.265432098765433,0.8461538461538461,0.03260869565217391,0.4921262597979155,0.014457460716208247,0.6215289121196038,0.07302823758514053,0.7462006079042554,0.190114068441294,0.393548387096774,0.8899082568807337,0.007918968692449355,14,0.2392855013215041
sj,1991,0.5384615384615384,1991-07-16,,0.07733333,0.09982857,0.11664289999999998,0.07479941554946042,0.7401322001412728,0.6782222221981086,0.7310624492576012,0.2716049382716037,0.9000000000000035,0.041199158485273495,0.5010498320266998,0.07479941554946042,0.658281607325479,0.07302823758514053,0.7872340425531915,0.211660329531532,0.4645161290322579,0.8440366972477062,0.02191528545119705,18,0.2602428480527048
sj,1991,0.5576923076923077,1991-07-23,0.0801,0.00805,0.1380333,0.12906669999999998,0.14377995949860295,0.6838526912628526,0.6328888889019418,0.7596107056084304,0.265432098765433,0.8692307692307701,0.04786115007012622,0.5804521276610648,0.14377995949860295,0.6881737994163477,0.06037000973735849,0.7021276595744681,0.12040557667907215,0.393548387096774,0.8899082568807337,0.07882136279926336,23,0.24386171783358496
sj,1991,0.5769230769230769,1991-07-30,,,0.19064289999999998,0.15932860000000001,0.12283714849657787,0.6897072710175531,0.631111111035342,0.7761557178065885,0.25925925925925875,0.8769230769230796,0.06011570827489481,0.5906005039187527,0.12283714849657787,0.704671675928952,0.06426484907503273,0.7629179331276594,0.1609632446137945,0.425806451612903,0.9449541284403669,0.032596685082872924,25,0.2343079884325581
sj,1991,0.5961538461538461,1991-08-06,0.07315,0.1124,0.19258570000000005,0.2093571,0.03281125836302581,0.6868744097521027,0.6186666665913372,0.7750202757952168,0.24691358024691376,0.861538461538465,0.05504908835904628,0.5921402575592186,0.03281125836302581,0.7066318196679295,0.06037000973735849,0.7553191489361701,0.17617237008920464,0.393548387096774,0.8899082568807337,0.022467771639042355,62,0.22455145979702376
