"city","year","weekofyear","week_start_date","ndvi_ne","ndvi_nw","ndvi_se","ndvi_sw","precipitation_amt_mm","reanalysis_air_temp_k","reanalysis_avg_temp_k","reanalysis_dew_point_temp_k","reanalysis_max_air_temp_k","reanalysis_min_air_temp_k","reanalysis_precip_amt_kg_per_m2","reanalysis_relative_humidity_percent","reanalysis_sat_precip_amt_mm","reanalysis_specific_humidity_g_per_kg","reanalysis_tdtr_k","station_avg_temp_c","station_diur_temp_rng_c","station_max_temp_c","station_min_temp_c","station_precip_mm","total_cases"
"sj",1990,37,652924800000,0.1279667,0.43710000000000004,0.12340000000000001,0.14828329999999998,64.56,300.674285714,300.792857143,297.19285714299997,302.90000000000003,299.0,24.18,81.55142857140001,64.56,18.7771428571,2.9000000000000004,28.6857142857,8.057142857139999,33.9,24.400000000000002,25.900000000000002,20
"sj",1990,38,653529600000,0.19635000000000002,0.1824333,0.2548286,0.3056857,143.73,299.85714285700004,299.90000000000003,296.43142857099997,301.7,298.7,36.6,81.6371428571,143.73,17.892857142900002,1.74285714286,28.2428571429,8.114285714289998,32.800000000000004,23.900000000000002,3.3000000000000003,40
"sj",1990,39,654134400000,0.11610000000000001,0.2609,0.1994429,0.2442167,51.39,300.42714285700004,300.6,296.028571429,302.40000000000003,299.1,16.4,77.0485714286,51.39,17.4685714286,2.2571428571400003,28.3428571429,7.72857142857,32.800000000000004,24.400000000000002,15.8,27
"sj",1990,40,654739200000,0.22855000000000003,0.18975,0.2124857,0.20118570000000002,31.18,300.77571428600004,300.85,296.664285714,303.3,299.1,36.1,78.52,31.18,18.18,2.9000000000000004,28.7714285714,8.02857142857,33.300000000000004,23.900000000000002,11.700000000000001,42
"sj",1990,41,655344000000,0.17115000000000002,0.06755,0.17946669999999998,0.15771670000000004,51.42,299.85714285700004,299.94285714299997,296.92857142900004,301.8,298.1,132.4,84.11,51.42,18.5128571429,2.5714285714300003,28.6285714286,7.3142857142899995,33.300000000000004,24.400000000000002,57.7,33
"sj",1990,42,655948800000,,0.0702,0.18161670000000002,0.16575,143.55,299.195714286,299.30714285700003,296.544285714,301.5,297.5,279.6,85.6214285714,143.55,18.1157142857,1.8714285714299999,27.6285714286,7.4,32.800000000000004,23.3,61.800000000000004,43
"sj",1990,43,656553600000,0.1462,0.08975000000000001,0.12882860000000004,0.1239286,127.03,298.902857143,299.042857143,296.257142857,300.90000000000003,297.2,94.52,85.5028571429,127.03,17.75,1.8,26.7714285714,7.62857142857,32.2,21.700000000000003,91.5,37
"sj",1990,44,657158400000,0.25225000000000003,0.1834333,0.318,0.2959,101.35000000000001,299.72714285700005,299.778571429,296.534285714,301.40000000000003,298.5,22.26,82.78714285710001,101.35000000000001,18.0342857143,1.78571428571,27.971428571399997,8.642857142859999,33.300000000000004,22.8,6.300000000000001,57
"sj",1990,45,657763200000,0.1526,0.181775,0.1783286,0.18662859999999998,20.46,299.972857143,300.03571428600003,296.564285714,302.2,298.5,14.4,81.7157142857,20.46,18.0742857143,2.3857142857099998,28.471428571399997,8.428571428569999,33.300000000000004,23.900000000000002,6.6000000000000005,71
"sj",1990,46,658368000000,0.2908,0.22460000000000002,0.18038569999999998,0.2348857,20.0,300.35,300.5,295.687142857,302.3,298.8,7.1000000000000005,75.72857142859999,20.0,17.0857142857,2.2,27.5428571429,8.6,32.800000000000004,22.200000000000003,38.900000000000006,44
"sj",1990,47,658972800000,0.2722,0.33035000000000003,0.13163329999999998,0.1253833,20.04,299.511428571,299.635714286,295.375714286,301.6,297.0,36.7,78.1514285714,20.04,16.752857142899998,2.52857142857,26.8,7.414285714289999,31.700000000000003,22.200000000000003,9.600000000000001,56
"sj",1990,48,659577600000,0.13676670000000002,0.216525,0.17678570000000005,0.14158569999999998,33.61,298.23857142900005,298.26428571400004,294.81142857099996,300.2,296.5,44.300000000000004,81.38571428569999,33.61,16.2085714286,1.9857142857099999,26.200000000000003,7.12857142857,31.1,20.6,26.700000000000003,53
"sj",1990,49,660182400000,0.10980000000000001,0.0886,0.2667833,0.25170000000000003,9.96,298.542857143,298.685714286,294.782857143,300.8,296.7,71.8,79.9085714286,9.96,16.161428571400002,2.0571428571399997,25.985714285700002,5.54285714286,29.400000000000002,22.200000000000003,69.0,52
"sj",1990,50,660787200000,0.12135000000000001,0.26166,0.19138570000000002,0.2099857,0.0,298.202857143,298.278571429,292.004285714,300.6,296.1,4.1,68.7228571429,0.0,13.615714285700001,2.98571428571,24.6857142857,7.7714285714299995,29.400000000000002,19.400000000000002,2.8000000000000003,47
"sj",1990,51,661392000000,0.2931333,0.2668667,0.2608571,0.30272859999999996,52.45,298.29714285700004,298.37857142900003,294.55857142900004,300.90000000000003,296.0,32.31,80.0828571429,52.45,15.954285714300001,2.8714285714299996,25.714285714299997,6.58571428571,30.6,21.1,19.8,26
"sj",1990,52,661996800000,0.3025,0.27723329999999996,0.17126670000000002,0.16162220000000002,0.0,298.038571429,298.08571428600004,292.10571428599997,299.8,295.3,5.46,69.6814285714,0.0,13.6828571429,2.2857142857099997,25.157142857100002,5.84285714286,28.900000000000002,21.1,20.900000000000002,27
"sj",1991,1,662688000000,0.14650000000000002,0.14046670000000006,0.1515,0.16731429999999997,0.0,297.06,297.135714286,291.907142857,299.0,293.90000000000003,4.8,72.9385714286,0.0,13.511428571400003,2.52857142857,24.3857142857,7.457142857139999,29.400000000000002,18.900000000000002,5.300000000000001,21
"sj",1991,2,663292800000,,0.1004667,0.2519,0.13761669999999998,15.85,297.674285714,297.828571429,293.282857143,299.3,295.8,26.330000000000002,76.6285714286,15.85,14.671428571400003,1.88571428571,24.9142857143,6.3142857142899995,28.3,21.1,31.700000000000003,21
"sj",1991,3,663897600000,,0.2935667,0.25994290000000003,0.2179,0.0,297.42285714300004,297.657142857,293.412857143,299.3,296.1,27.400000000000002,78.5,0.0,14.7985714286,2.0,25.2428571429,6.571428571429999,29.400000000000002,21.1,16.5,26
"sj",1991,4,664502400000,0.33130000000000004,0.3093333000000001,0.22102860000000002,0.20275710000000002,0.0,297.88428571400004,298.15000000000003,292.38285714299997,300.3,296.0,0.7000000000000001,71.5971428571,0.0,13.8785714286,2.5571428571399997,24.714285714299997,7.7714285714299995,29.400000000000002,18.3,6.800000000000001,34
"sj",1991,5,665107200000,0.0917,0.24642499999999998,0.2438571,0.1956,0.0,298.044285714,298.228571429,292.57285714299996,300.1,295.0,5.7,71.7842857143,0.0,14.0442857143,2.77142857143,24.8285714286,8.15714285714,30.0,18.900000000000002,5.9,37
"sj",1991,6,665712000000,0.3801,0.2285667,0.25504289999999996,0.2258,0.0,297.74,297.92857142900004,293.15000000000003,299.7,295.0,19.69,75.7942857143,0.0,14.541428571400001,2.4285714285699997,25.0571428571,6.8857142857100015,30.0,20.6,7.300000000000001,17
"sj",1991,7,666316800000,0.0712,0.22110000000000002,0.2762429,0.2673429,18.05,296.88428571400004,297.114285714,292.972857143,300.2,294.1,21.400000000000002,78.89571428570001,18.05,14.46,3.2,25.142857142900002,8.87142857143,32.2,18.900000000000002,5.6000000000000005,19
"sj",1991,8,666921600000,,0.2094,0.10843330000000001,0.1194,0.0,297.414285714,297.614285714,293.63142857099996,300.1,295.8,26.2,79.74,0.0,15.035714285700001,2.5714285714300003,25.8428571429,8.47142857143,32.2,20.0,17.8,25
"sj",1991,9,667526400000,0.17020000000000002,0.2086,0.13752,0.19143329999999997,31.79,297.505714286,297.828571429,293.407142857,299.8,295.8,23.8,77.9771428571,31.79,14.7942857143,2.11428571429,25.2571428571,7.2,30.6,20.0,30.700000000000003,18
"sj",1991,10,668131200000,0.21075000000000002,0.2641,0.24768569999999998,0.2163571,0.0,297.777142857,298.078571429,293.531428571,300.3,296.40000000000003,8.3,77.3157142857,0.0,14.92,2.2428571428599997,26.0142857143,8.31428571429,31.1,20.6,10.9,21
"sj",1991,11,668736000000,,,0.21325000000000002,0.24054289999999998,0.0,297.43142857099997,297.635714286,293.33571428600004,300.1,295.7,13.370000000000001,78.1385714286,0.0,14.787142857100001,2.72857142857,25.9285714286,8.97142857143,31.700000000000003,20.6,3.6,17
"sj",1991,12,669340800000,0.1279,0.1784,0.1470143,0.1593,0.0,297.407142857,297.614285714,293.254285714,300.40000000000003,295.40000000000003,11.1,77.88285714290001,0.0,14.7457142857,2.54285714286,26.0857142857,6.97142857143,32.2,21.1,5.7,17
"sj",1991,13,669945600000,0.28035000000000004,0.223575,0.2478833,0.2473857,0.0,297.47,297.69285714299997,293.74,301.0,295.7,21.26,80.0014285714,0.0,15.1485714286,2.75714285714,26.0571428571,6.58571428571,32.2,22.200000000000003,26.900000000000002,16
"sj",1991,14,670550400000,0.1691,0.216825,0.2605143,0.2219714,12.92,297.064285714,297.185714286,292.48,299.40000000000003,295.40000000000003,20.900000000000002,75.66285714290001,12.92,13.9914285714,2.2857142857099997,25.2428571429,6.8142857142899995,28.900000000000002,20.6,4.1000000000000005,16
"sj",1991,15,671155200000,0.17650000000000002,0.2763,0.1845333,0.17736670000000004,6.0,297.37285714300003,297.657142857,293.61571428599996,299.2,295.90000000000003,19.78,79.6285714286,6.0,14.9928571429,2.62857142857,25.3,6.5142857142900015,28.900000000000002,21.1,18.8,15
"sj",1991,16,671760000000,0.07740000000000001,0.1024,0.16355,0.2061667,44.57,297.284285714,297.392857143,292.17,298.90000000000003,296.0,21.900000000000002,73.3514285714,44.57,13.7328571429,2.0142857142899997,25.5142857143,6.2714285714299995,29.400000000000002,21.1,19.400000000000002,23
"sj",1991,17,672364800000,,0.18845,0.1883143,0.2249429,32.72,298.07428571400004,298.23571428599996,294.028571429,299.6,296.7,19.7,78.4471428571,32.72,15.4614285714,2.3000000000000003,26.528571428600006,8.014285714289999,32.800000000000004,21.700000000000003,3.5,16
"sj",1991,18,672969600000,0.2091667,0.160575,0.1761714,0.1761714,0.0,298.831428571,299.071428571,294.97,301.0,297.1,8.38,79.36,0.0,16.314285714300002,2.8000000000000003,27.314285714300002,7.71428571429,32.2,22.8,2.8000000000000003,17
"sj",1991,19,673574400000,0.11595000000000001,0.180175,0.1063857,0.1111857,35.38,298.638571429,298.72142857100005,294.81285714300003,300.90000000000003,297.2,20.6,79.5414285714,35.38,16.185714285699998,2.41428571429,26.9285714286,6.92857142857,31.700000000000003,22.8,40.2,12
"sj",1991,20,674179200000,,0.10455,0.15115,0.0964,4.16,298.325714286,298.407142857,294.61857142900004,300.1,296.6,35.37,80.06714285710001,4.16,15.9742857143,2.5,26.528571428600006,6.58571428571,30.6,22.8,32.800000000000004,17
"sj",1991,21,674784000000,0.0669,0.13356669999999998,0.09711667,0.1356,51.160000000000004,298.58428571400003,298.457142857,295.124285714,300.40000000000003,297.0,59.300000000000004,81.30142857140001,51.160000000000004,16.5014285714,1.85714285714,27.3857142857,6.7,31.700000000000003,22.8,3.6,10
"sj",1991,22,675388800000,0.1401,0.15946670000000004,0.2143167,0.2571,55.370000000000005,298.80857142900004,298.885714286,295.27428571400003,301.1,297.3,43.4,81.08857142859999,55.370000000000005,16.645714285700002,2.1428571428599996,27.9428571429,7.01428571429,33.300000000000004,23.3,5.6000000000000005,15
"sj",1991,23,675993600000,0.08585000000000001,0.08700000000000001,0.11960000000000001,0.16592859999999998,8.08,299.518571429,299.75,294.92571428599996,301.6,297.40000000000003,5.0,76.0742857143,8.08,16.3242857143,2.8714285714299996,28.071428571400002,7.5,33.300000000000004,23.3,20.6,19
"sj",1991,24,676598400000,0.1091,0.15646670000000001,0.17342860000000004,0.1739714,6.09,299.891428571,300.071428571,295.49285714300004,301.8,298.40000000000003,5.82,77.03571428570001,6.09,16.8828571429,2.4000000000000004,28.228571428600002,7.97142857143,33.9,23.900000000000002,9.4,21
"sj",1991,25,677203200000,0.0596,0.09235,0.13012859999999998,0.13064289999999998,44.25,299.77571428600004,299.97142857100005,296.3,301.90000000000003,298.40000000000003,17.0,81.4214285714,44.25,17.7042857143,2.17142857143,28.9285714286,7.1428571428600005,33.9,25.0,3.3000000000000003,14
"sj",1991,26,677808000000,0.07965000000000001,0.122,0.1851143,0.1582429,73.76,299.41,299.478571429,296.228571429,302.5,297.7,37.800000000000004,82.7457142857,73.76,17.628571428599997,2.04285714286,27.9142857143,7.4,32.800000000000004,22.8,12.4,18
"sj",1991,27,678412800000,,0.1779333,0.2015286,0.1981571,26.7,299.37142857099997,299.385714286,295.945714286,302.40000000000003,297.40000000000003,51.99,81.69428571430001,26.7,17.3528571429,2.1428571428599996,28.371428571400003,6.6000000000000005,32.800000000000004,23.900000000000002,24.700000000000003,13
"sj",1991,28,679017600000,0.0969,,0.13805,0.1679167,6.13,300.00142857099996,300.17142857100004,295.79142857100004,302.1,297.90000000000003,18.7,77.8771428571,6.13,17.1514285714,2.4285714285699997,28.4142857143,6.67142857143,32.800000000000004,24.400000000000002,4.6000000000000005,14
"sj",1991,29,679622400000,,0.07733333,0.09982857,0.1166429,29.67,300.234285714,300.342857143,296.081428571,302.2,298.6,23.6,78.24142857140001,29.67,17.4728571429,2.4285714285699997,28.8,6.914285714289999,33.9,23.900000000000002,12.200000000000001,18
"sj",1991,30,680227200000,0.0801,0.00805,0.1380333,0.12906669999999998,56.58,299.80857142900004,299.978571429,296.332857143,302.1,298.2,27.400000000000002,81.4828571429,56.58,17.7342857143,2.2428571428599997,28.0,5.88571428571,32.800000000000004,24.400000000000002,43.1,23
"sj",1991,31,680832000000,,,0.1906429,0.15932860000000001,48.410000000000004,299.852857143,299.964285714,296.478571429,302.0,298.3,34.39,81.89714285710001,48.410000000000004,17.878571428599997,2.3000000000000003,28.571428571400002,6.34285714286,33.300000000000004,25.0,18.0,25
"sj",1991,32,681436800000,0.07315,0.1124,0.19258570000000005,0.2093571,13.290000000000001,299.831428571,299.864285714,296.468571429,301.8,298.1,31.5,81.96000000000001,13.290000000000001,17.895714285700002,2.2428571428599997,28.5,6.5142857142900015,32.800000000000004,24.400000000000002,12.5,62
"sj",1991,33,682041600000,0.059300000000000005,,0.15510000000000002,0.1567,0.0,300.42,300.65000000000003,296.484285714,302.8,298.7,20.400000000000002,79.1971428571,0.0,17.911428571400002,2.1857142857099996,29.4285714286,5.47142857143,33.300000000000004,25.6,3.3000000000000003,60
"sj",1991,34,682646400000,0.056900000000000006,0.09814,0.1285143,0.14372859999999998,51.88,300.31142857099996,300.385714286,296.581428571,302.6,298.3,25.47,80.25571428570001,51.88,18.0114285714,2.4000000000000004,29.2714285714,7.51428571429,34.4,24.400000000000002,1.5,76
"sj",1991,35,683251200000,0.0693,0.057050000000000003,0.22504000000000002,0.1864,55.2,300.11714285700003,300.2,296.67,302.3,298.6,23.8,81.5942857143,55.2,18.0914285714,2.37142857143,28.157142857100002,7.0,32.2,23.900000000000002,10.700000000000001,66
"sj",1991,36,683856000000,0.10805000000000001,0.09167499999999999,0.1398,0.16241429999999998,65.9,300.10571428599997,300.15000000000003,296.798571429,302.3,298.40000000000003,42.33,82.31,65.9,18.2628571429,2.12857142857,28.9428571429,7.54285714286,34.4,24.400000000000002,27.200000000000003,64
"sj",1991,37,684460800000,0.10475000000000001,0.15983329999999998,0.11208000000000001,0.1446429,33.56,300.54,300.635714286,296.451428571,302.8,298.7,11.4,78.6271428571,33.56,17.895714285700002,3.04285714286,28.971428571399997,7.7,33.9,23.3,61.0,68
"sj",1991,38,685065600000,0.10980000000000001,0.1527333,0.16857139999999998,0.1688714,29.53,300.527142857,300.6,296.901428571,303.0,298.8,28.8,80.8771428571,29.53,18.400000000000002,2.45714285714,28.9142857143,6.800000000000001,33.300000000000004,24.400000000000002,7.9,89
"sj",1991,39,685670400000,0.1676,0.1489,0.17142860000000001,0.2181429,73.55,300.06,300.05,296.59000000000003,302.40000000000003,298.2,77.5,81.4242857143,73.55,18.0442857143,2.0714285714300003,28.142857142900002,6.68571428571,32.800000000000004,24.400000000000002,31.8,92
"sj",1991,40,686275200000,0.1291,0.16672,0.177,0.19555709999999998,31.68,299.65000000000003,299.69285714299997,296.397142857,301.6,298.3,60.0,82.4857142857,31.68,17.85,2.04285714286,27.7428571429,6.914285714289999,32.800000000000004,23.3,26.5,140
"sj",1991,41,686880000000,0.09300000000000001,0.09300000000000001,0.1450833,0.1681667,32.1,299.56285714300003,299.67142857100004,295.887142857,302.0,297.6,55.1,80.5157142857,32.1,17.3442857143,2.2571428571400003,27.657142857100002,6.614285714289999,31.700000000000003,22.8,8.3,116
"sj",1991,42,687484800000,0.0137,0.12886,0.10904289999999998,0.1070286,3.29,299.897142857,299.92142857100004,296.018571429,302.0,298.1,31.19,79.38285714290001,3.29,17.4314285714,2.3000000000000003,28.5428571429,7.62857142857,33.9,24.400000000000002,21.3,142
"sj",1991,43,688089600000,0.19440000000000002,0.11860000000000001,0.1808143,0.1998714,50.24,299.891428571,299.99285714300004,295.45571428600005,302.0,298.0,12.6,76.7771428571,50.24,16.85,2.8142857142900004,27.8285714286,7.085714285710002,32.800000000000004,23.3,3.5,129
"sj",1991,44,688694400000,0.094,0.09665000000000001,0.1255667,0.12131670000000001,72.61,299.90571428600003,299.99285714300004,295.918571429,302.40000000000003,298.1,26.830000000000002,78.9871428571,72.61,17.3757142857,3.04285714286,28.1142857143,7.25714285714,32.800000000000004,24.400000000000002,4.800000000000001,140
"sj",1991,45,689299200000,0.054400000000000004,0.05475000000000001,0.11213329999999999,0.1193857,42.92,299.09000000000003,299.278571429,295.567142857,302.6,297.3,74.83,81.05857142859999,42.92,16.9671428571,2.9000000000000004,27.1857142857,6.75714285714,32.2,22.8,41.400000000000006,140
"sj",1991,46,689904000000,0.0954,0.1114,0.19494289999999997,0.19805709999999999,78.73,298.685714286,298.78571428600003,295.61571428599996,301.0,297.40000000000003,72.7,83.5142857143,78.73,17.0614285714,1.97142857143,26.657142857100002,6.742857142859999,31.1,22.200000000000003,28.200000000000003,127
"sj",1991,47,690508800000,0.00825,0.028425,0.13874289999999997,0.1796429,0.0,298.698571429,298.707142857,294.03000000000003,300.8,297.1,15.1,75.5485714286,0.0,15.46,2.27142857143,26.314285714300002,6.8142857142899995,30.0,22.200000000000003,9.4,129
"sj",1991,48,691113600000,0.08786667000000001,0.1519,0.1796286,0.16618570000000002,35.34,298.375714286,298.5,294.93857142900004,301.1,296.90000000000003,78.43,81.4857142857,35.34,16.322857142900002,2.02857142857,26.2714285714,6.58571428571,30.0,22.200000000000003,76.2,169
"sj",1991,49,691718400000,0.08020000000000001,0.14025,0.13362860000000001,0.13445710000000002,0.0,298.642857143,298.842857143,294.974285714,300.5,297.7,35.1,80.27571428569999,0.0,16.34,1.8,26.728571428600002,6.05714285714,30.6,23.3,19.6,141
"sj",1991,50,692323200000,-0.026650000000000004,0.21280000000000002,0.22241429999999998,0.22894289999999998,0.0,298.518571429,298.592857143,294.51428571400004,300.2,297.3,26.8,78.6214285714,0.0,15.8842857143,2.0142857142899997,25.6142857143,5.8571428571399995,29.400000000000002,21.700000000000003,34.2,108
"sj",1991,51,692928000000,,0.04613333,0.1144,0.04045714,0.0,298.08428571400003,298.135714286,292.86571428599996,299.6,296.6,8.76,72.8614285714,0.0,14.3357142857,2.0714285714300003,25.0,6.157142857139999,28.900000000000002,20.6,6.1000000000000005,78
"sj",1991,52,693532800000,0.12355000000000001,0.1237,0.13793329999999998,0.1297556,0.0,296.521428571,296.507142857,292.04571428599996,299.2,294.3,19.3,76.1271428571,0.0,13.6357142857,2.2142857142900003,24.3571428571,6.18571428571,28.3,19.400000000000002,13.700000000000001,70
"sj",1992,1,694224000000,0.12510000000000002,0.15786670000000005,0.1852833,0.18136670000000002,,,,,,,,,,,,,,,,,81
"sj",1992,2,694828800000,0.1008333,0.073575,0.13871429999999998,0.11278569999999999,200.85,297.912857143,298.12142857099997,294.457142857,300.40000000000003,296.1,18.3,81.30000000000001,200.85,15.8785714286,2.3000000000000003,25.657142857100002,7.5,30.6,20.6,58.2,104
"sj",1992,3,695433600000,0.22240000000000001,0.22990000000000002,0.19845710000000005,0.1994143,3.12,297.338571429,297.48571428599996,294.467142857,300.2,295.6,19.8,84.1171428571,3.12,15.8328571429,1.85714285714,25.471428571399997,6.17142857143,31.1,21.700000000000003,32.300000000000004,90
"sj",1992,4,696038400000,0.12253330000000001,0.13105,0.1888429,0.1688714,0.0,297.091428571,297.33571428600004,293.021428571,299.5,295.6,5.11,78.2914285714,0.0,14.4828571429,2.3571428571400004,24.8571428571,7.442857142859999,30.6,20.0,1.3,85
"sj",1992,5,696643200000,,0.0483,0.1736714,0.1919286,0.0,297.42,297.55,292.718571429,299.3,295.5,6.5,75.22,0.0,14.185714285700001,2.44285714286,24.8,6.58571428571,28.900000000000002,20.0,9.200000000000001,55
"sj",1992,6,697248000000,0.10160000000000001,0.08460000000000001,0.1117167,0.18795710000000002,0.0,296.92,297.12857142900003,292.61714285700003,300.7,294.5,16.2,77.05857142859999,0.0,14.122857142900001,3.4000000000000004,24.714285714299997,7.3571428571399995,30.6,20.0,3.0,53
"sj",1992,7,697852800000,,0.1305,0.1957429,0.17885710000000005,,297.798571429,298.05714285700003,294.65000000000003,300.2,295.3,20.1,82.8757142857,,16.06,2.2,26.028571428600006,6.571428571429999,32.2,20.0,1.3,65
"sj",1992,8,698457600000,,0.18446669999999998,0.1946143,0.20305710000000002,,297.898571429,298.10714285700004,293.62857142900003,300.1,296.3,4.4,77.2957142857,,15.0128571429,2.58571428571,25.7571428571,7.3857142857100015,33.9,21.700000000000003,8.9,33
"sj",1992,9,699062400000,0.10705,0.0815,0.1652429,0.16305709999999998,,297.472857143,297.67857142900004,292.967142857,299.3,296.3,14.4,76.03714285710001,,14.3814285714,2.41428571429,25.285714285700006,6.17142857143,29.400000000000002,21.700000000000003,16.0,38
"sj",1992,10,699667200000,,0.18218,0.19108570000000002,0.1928571,0.0,297.651428571,297.8,293.317142857,299.8,295.7,5.5,76.8785714286,0.0,14.701428571400001,2.3142857142900004,25.657142857100002,7.8142857142899995,31.1,20.6,2.9000000000000004,59
